hour,x
1,82.6014481457051
2,148.313638558526
3,67.6450145209478
4,0.0
5,78.7024457433581
6,0.0
7,0.0
8,23.4586793581572
9,126.264246360882
10,217.723280891609
11,201.869456144337
12,44.0144934023308
13,217.381885725702
14,152.543256449065
15,208.049654758074
16,193.200304792524
17,132.275633775017
18,119.316613321806
19,194.07262025063
20,157.730518933783
21,216.896559988002
22,167.854583788348
23,234.835336054516
24,166.728639453893
